idx,sec,nanosec,t,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
42,1786799119,10221306,1786799119.010221,-11.531353987859402,-2.006023158833276,0.08335994657982801,0.0,0.0,0.0,1.0,0.0010155212538748189,-0.00013634684930750006,0.0,0.0,0.0,0.0
43,1786799119,510252201,1786799119.510252,-11.524497563341523,-2.0060360592991415,0.08441791502301306,0.0,0.0,0.0,1.0,0.0033290631132133243,-0.0010474098067735213,0.0,0.0,0.0,0.0
44,1786799119,743623472,1786799119.743623,-11.522389013156962,-2.0063850750477408,0.083512494174173,0.0,0.0,0.0,1.0,0.000657809533618691,-0.00030578485151679823,0.0,0.0,0.0,0.0
45,1786799120,143666701,1786799120.143667,-11.52048732730457,-2.0073187485043413,0.08138848460296855,0.0,0.0,0.0,1.0,-0.0009236095245109975,-0.00033263116663817343,0.0,0.0,0.0,0.0
46,1786799120,510292500,1786799120.510293,-11.519383699726571,-2.0071977583749243,0.08078312355881273,0.0,0.0,0.0,1.0,-0.0014256549749787951,-0.0007604328584898829,0.0,0.0,0.0,0.0
47,1786799121,10270237,1786799121.010270,-11.516530557028073,-2.0063482913981034,0.08156108296316898,0.0,0.0,0.0,1.0,-0.0023727055097328108,-0.0006815550000322375,0.0,0.0,0.0,0.0
48,1786799121,210303120,1786799121.210303,-11.514997697475266,-2.006256668717957,0.08017133856587345,0.0,0.0,0.0,1.0,0.0015798902869195305,0.0008534820364303236,0.0,0.0,0.0,0.0
49,1786799121,710321364,1786799121.710321,-11.512846058383584,-2.0052754928580807,0.08058251313156788,0.0,0.0,0.0,1.0,0.0008044730711385074,0.0019470554960505037,0.0,0.0,0.0,0.0
50,1786799121,943684278,1786799121.943684,-11.511087193767473,-2.0050168856715995,0.08257364530325718,0.0,0.0,0.0,1.0,0.0007025260517896307,0.0013033500070624901,0.0,0.0,0.0,0.0
51,1786799122,243617688,1786799122.243618,-11.51078722460926,-2.0042589856517257,0.0827295942290459,0.0,0.0,0.0,1.0,0.0014547234582131963,0.0029972147575392915,0.0,0.0,0.0,0.0
